Country,Category,Series,Data Type,Data,Values,Date,Regional Data,Survey Topic,Type of business,Economic segment,Inflation Type,Inflation sub segment
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,7,29/11/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,7,06/12/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,6,13/12/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,6,20/12/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,9,03/01/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,10,10/01/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,9,17/01/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,9,24/01/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,8,31/01/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,8,07/02/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,6,14/02/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,7,21/02/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,7,28/02/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,6,07/03/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,7,14/03/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,6,21/03/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,6,28/03/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,5,04/04/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,5,11/04/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,4,18/04/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,4,25/04/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,3,02/05/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,3,09/05/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,4,16/05/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,3,23/05/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,3,30/05/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,3,06/06/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,3,13/06/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,Percentage of adults that self-isolated in the past seven days,4,20/06/2021,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",81,17/05/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",73,24/05/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",63,31/05/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",54,07/06/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",51,14/06/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",42,21/06/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",42,28/06/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",41,05/07/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",34,12/07/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",30,19/07/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",29,26/07/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",27,02/08/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",23,09/08/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",21,16/08/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",24,30/08/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",21,13/09/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",19,20/09/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",24,27/09/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",25,04/10/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",26,11/10/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",26,18/10/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",29,25/10/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",30,01/11/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",32,08/11/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",43,15/11/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",42,22/11/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",40,29/11/2020,,,,,,
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",38,06/12/2020,,,,,,
