Country,Category,Series,Data Type,Data,Values,Date
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",62,2021-01-10
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",65,2021-01-17
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",62,2021-01-24
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",57,2021-01-31
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",56,2021-02-07
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",56,2021-02-14
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",54,2021-02-21
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",54,2021-02-28
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",48,2021-03-07
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",45,2021-03-14
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",42,2021-03-21
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",40,2021-03-28
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",35,2021-04-04
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",33,2021-04-11
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",29,2021-04-18
United Kingdom,Social,Timeseries,Survey,"Percentage of adults who have either stayed at home or only left for work, exercise, essential shopping or medical needs in the past 7 days",24,2021-04-25
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,43,2020-03-30
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,46,2020-04-06
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,49,2020-04-13
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,45,2020-04-20
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,44,2020-04-27
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,44,2020-05-03
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,42,2020-05-10
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,46,2020-05-14
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,41,2020-05-17
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,39,2020-05-24
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,41,2020-05-31
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,40,2020-06-07
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,49,2020-06-14
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,41,2020-06-21
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,37,2020-06-28
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,39,2020-07-05
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,36,2020-07-12
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,35,2020-07-19
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,33,2020-07-26
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,32,2020-08-02
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,30,2020-08-09
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,31,2020-08-16
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,27,2020-08-30
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,32,2020-09-13
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,32,2020-09-20
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,35,2020-09-27
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,37,2020-10-04
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,34,2020-10-11
United Kingdom,Social,Timeseries,Survey,Percentage of working adults that have worked from home at some point in the past 7 days,36,2020-10-18
